delay_gap,is_delayed,Type_TRANSFER,Order City,order_day,delay_ratio,Order State,Customer City,Order Country,Order Region
-10.128868,-4.2013025,2.6376066,0.5087434,0.23007165,-0.63265353,0.32500497,0.22831318,0.22546095,-0.097388335
2.0853786,0.7744711,6.6224794,-0.31211054,0.08851418,1.2728664,0.08286034,0.41228783,0.40799013,-0.004316939
2.0853786,0.7744711,6.6224794,-0.31211054,0.08851418,1.2728664,0.08286034,0.41228783,0.40799013,-0.004316939
2.0853786,0.7744711,6.6224794,-0.31211054,0.08851418,1.2728664,0.08286034,0.41228783,0.40799013,-0.004316939
2.0853786,0.7744711,6.6224794,-0.31211054,0.08851418,1.2728664,0.08286034,0.41228783,0.40799013,-0.004316939
2.0853786,0.7744711,6.6224794,-0.31211054,0.08851418,1.2728664,0.08286034,0.41228783,0.40799013,-0.004316939
1.8309389,0.7770148,6.565824,0.85452783,0.3174932,0.97498685,-0.34826344,0.08996099,0.66706115,-0.13907026
-10.491373,-4.1096215,2.3465915,0.49276525,0.027689125,-1.8165948,0.7658422,0.30906105,0.095143706,0.29797432
-10.491373,-4.1096215,2.3465915,0.49276525,0.027689125,-1.8165948,0.7658422,0.30906105,0.095143706,0.29797432
1.6762807,0.5609478,-1.2878234,0.35364398,0.79322356,0.63485414,0.6954828,2.1496606,0.21366823,0.12886126
1.8320664,0.77214575,6.8104844,-0.1558121,-0.6761794,0.76585454,0.19147785,-0.34617585,0.17192133,-0.54420286
2.0474596,0.77482295,6.7219553,0.46638018,0.2583841,1.1080034,-0.076762095,0.3300171,0.18329012,-0.24881366
-10.315543,-4.2210417,2.4748144,0.5043515,0.5689072,-0.915185,0.78786254,1.5348383,0.3079563,0.0852464
-10.315543,-4.2210417,2.4748144,0.5043515,0.5689072,-0.915185,0.78786254,1.5348383,0.3079563,0.0852464
-10.315543,-4.2210417,2.4748144,0.5043515,0.5689072,-0.915185,0.78786254,1.5348383,0.3079563,0.0852464
-10.315543,-4.2210417,2.4748144,0.5043515,0.5689072,-0.915185,0.78786254,1.5348383,0.3079563,0.0852464
1.6652875,0.77400434,6.929002,-0.33014852,-0.1982626,1.0771985,0.28401464,-0.09987474,-0.56493014,-0.014283704
1.9539566,0.77499205,6.5475564,0.8447802,0.27851596,1.1860934,0.73067737,0.5650227,-0.15869518,-0.0080611445
